Model ID,PubMed ID,Author,Year,Journal,Title,Primary Index Condition,Secondary Index Condition,Outcome,Model Sample Size,Cohort Sample Size,Number of Events,Follow-Up Duration,AUROC,Calibration Reported,Covariates,MH
12-001-126,23174634,Palmerini,2012,JACC: Cardiovascular Interventions,A New Score for Risk Stratification of Patients with Acute Coronary Syndromes Undergoing Percutaneous Coronary Intervention: the ACUITY-PCI (Acute Catheterization and Urgent Intervention Triage Strategy-Percutaneous Coronary Intervention) Risk Score,Coronary Artery Disease (CAD),Revascularization,Major Adverse Cardiac Events (MACE),1692,2538,123,Long (> 6 months),0.67,Yes,"Cardiac Biomarkers or ST-Segment Deviation, Bifurcation Lesion, CAD, Diabetes, Renal Insufficiency",
12-001-127,23224919,de la Camara,2012,Cardiology Journal,Role of biological and non biological factors in congestive heart failure mortality: PREDICE-SCORE: A clinical prediction rule,Congestive Heart Failure (CHF),N/A,Mortality,600,600,98,Long (> 6 months),0.7631,No,"Age, Functional Status, Physiopathology Diagnosis, Creatinine Clearance, Sodium",
12-001-128,23233745,Hoke,2012,Circulation: Cardiovascular Interventions,A validated risk score to predict outcomes after carotid stenting,Carotid Disease,N/A,Mortality,602,602,211,Long (> 6 months),0.79,No,"Age, Contralateral Occlusion, Diabetes, Glycemic Control, HF, PAD, Quick, Lymphocytes",
12-001-129,23233745,Hoke,2012,Circulation: Cardiovascular Interventions,A validated risk score to predict outcomes after carotid stenting,Carotid Disease,N/A,Mortality,602,602,124,Long (> 6 months),0.75,No,"Age, Contralateral Occlusion, Diabetes, Glycemic Control, HF, PAD, Quick, Lymphocytes",
12-001-130,23280790,del Río-Espínola,2012,Annals of Neurology,A predictive clinical-genetic model of tissue plasminogen activator response,Stroke,Ischemic,Hemorrhagic Transformation,885,885,,Short (< 3 months),0.72,Yes,"AF, NIHSS, DBP, OTT, Genetic Alleles",
13-001-01,21636144,Pfister,2013,International Journal of Cardiology,A clinical risk score for heart failure in patients with type 2 diabetes and macrovascular disease: An analysis of the PROactive study,Coronary Artery Disease (CAD),Stable,Congestive Heart Failure (CHF),4951,4951,233,Long (> 6 months),0.75,Yes,"Age, Creatinine, Diuretic Use, HbA1c, Heart Rate, LDL Cholesterol, LBBB, Pioglitazone, Microalbuminuria, MI, RBBB",
13-001-02,21663982,Mrdovic,2013,International Journal of Cardiology,Predicting 30-day major adverse cardiovascular events after primary percutaneous coronary intervention. The RISK-PCI score,Coronary Artery Disease (CAD),ACS,Major Adverse Cardiac Events (MACE),1676,2096,191,Short (< 3 months),0.83,No,"Acute Bundle Branch Block, Age, Anterior Infarction, Creatinine Clearance, Glucose, AV Block, Leukocytes, LVEF, TIMI Flow, MI, Reference Diameter",
13-001-03,21726908,Zhang,2013,International Journal of Cardiology,Identifying patients at risk of death or hospitalisation due to worsening heart failure using decision tree analysis: evidence from the Trans-European Network-Home-Care Management System (TEN-HMS) study,Congestive Heart Failure (CHF),NOS,Mortality,284,284,69,Long (> 6 months),0.892,No,"Age, NT-proBNP, MI, Sinus Rhythm, Sodium, SBP",
13-001-04,21726908,Zhang,2013,International Journal of Cardiology,Identifying patients at risk of death or hospitalisation due to worsening heart failure using decision tree analysis: evidence from the Trans-European Network-Home-Care Management System (TEN-HMS) study,Congestive Heart Failure (CHF),NOS,Composite (Non-MACE),284,284,115,Long (> 6 months),0.797,No,"Creatinine, NT-proBNP, Potassium, MI, Sinus Rhythm, Urea",
13-001-05,21775001,Wallmann,2013,International Journal of Cardiology,Prediction of 30-day cardiac-related-emergency-readmissions using simple administrative hospital data,Population Sample,Hospital,Hospitalization,24881,35531,1597,Short (< 3 months),0.75,No,"ACS, Anemia, Area of Residence, CHF, Diabetes, Hypertension, Therapeutic Procedures, Emergency Admissions, Renal Disease",
13-001-06,21802750,Van De Bruaene,2013,International Journal of Cardiology,Predictive model for late atrial arrhythmia after closure of an atrial septal defect,Cardiac Surgery,ASD Repair,Arrhythmia,155,155,39,Long (> 6 months),,Yes,"Arrhythmia, Sex, mPAP",
13-001-07,22498473,Støvring,2013,European Journal of Preventive Cardiology,A competing risk approach for the European Heart SCORE model based on cause-specific and all-cause mortality,Population Sample,N/A,Mortality,,,,Long (> 6 months),,No,"Age, SBP, Smoking, Total Cholesterol",
13-001-08,22498473,Støvring,2013,European Journal of Preventive Cardiology,A competing risk approach for the European Heart SCORE model based on cause-specific and all-cause mortality,Population Sample,N/A,Mortality,,,,Long (> 6 months),,No,"Age, SBP, Smoking, Total Cholesterol",
13-001-09,22694810,Koster,2013,European Journal of Cardiovascular Nursing,Prediction of delirium after cardiac surgery and the use of a risk checklist,Cardiac Surgery,N/A,Delirium,300,300,52,Short (< 3 months),0.89,No,"Age, Alcohol, Cognitive Impairment, Comorbidity, Delirium, EuroSCORE, Type of Surgery",
13-001-10,22759563,Sumi,2013,International Journal of Stroke,A modified Essen stroke risk score for predicting recurrent cardiovascular events: development and validation,Stroke,Ischemic,Stroke,3292,3452,121,Long (> 6 months),0.632,Yes,"Age, Diabetes, Hypertension, Sex, CVD, MI, Smoking, Stroke Subtype, Waist Circumference",
13-001-11,22759563,Sumi,2013,International Journal of Stroke,A modified Essen stroke risk score for predicting recurrent cardiovascular events: development and validation,Stroke,Ischemic,Major Adverse Cardiac Events (MACE),3588,3588,133,Long (> 6 months),0.64,Yes,"Age, Diabetes, Hypertension, Sex, CVD, MI, Smoking, Stroke Subtype, Waist Circumference",
13-001-12,22795401,Agostoni,2013,International Journal of Cardiology,"Metabolic exercise test data combined with cardiac and kidney indexes, the MECKI score: a multiparametric approach to heart failure prognosis",Congestive Heart Failure (CHF),N/A,Composite (Non-MACE),2716,2716,529,Long (> 6 months),0.789,Yes,"Hemoglobin, LVEF, Modification of Diet in Renal Disease, Peak Oxygen Consumption, Sodium, VE/VCO2 Slope",
13-001-13,22814859,den Exter,2013,Chest,A Clinical Prognostic Model for the Identification of Low-Risk Patients With Acute Symptomatic Pulmonary Embolism and Active Cancer,Venous Thromboembolism (VTE),Cancer,Mortality,1048,1556,220,Short (< 3 months),0.76,Yes,"Age, Weight, Heart Rate, Immobilization, Metastases, SBP",
13-001-14,23095984,Pocock,2013,European Heart Journal,Predicting survival in heart failure: a risk score based on 39 372 patients from 30 studies,Congestive Heart Failure (CHF),N/A,Mortality,39372,39372,15851,Long (> 6 months),,No,"BMI, Creatinine, Smoking, Diabetes, COPD, LVEF, Age, SBP, HF, Sex, ACEI/ARB Use, Beta Blockers, NYHA Class",
13-001-15,23095984,Pocock,2013,European Heart Journal,Predicting survival in heart failure: a risk score based on 39 372 patients from 30 studies,Congestive Heart Failure (CHF),N/A,Mortality,39372,39372,15851,Long (> 6 months),,Yes,"BMI, Creatinine, Smoking, Diabetes, COPD, LVEF, Age, SBP, HF, Sex, ACEI/ARB Use, Beta Blockers, NYHA Class",
13-001-16,23117494,El Hachioui,2013,"Journal of Neurology, Neurosurgery, & Psychiatry",Long-term prognosis of aphasia after stroke,Stroke,N/A,Functional Outcome,130,147,104,Long (> 6 months),0.91,No,"Age, Barthel Index Score, Education, Phonology Score, Stroke Subtype",
13-001-17,23117498,Ayis,2013,"Journal of Neurology, Neurosurgery, & Psychiatry",Predicting independent survival after stroke: a European study for the development and validation of standardised stroke scales and prediction models of outcome,Stroke,N/A,Mortality,,2033,,Long (> 6 months),,Yes,"Able to Lift Arms, Able to Walk, Age, GCS, Prestroke Dependency",
13-001-18,23117498,Ayis,2013,"Journal of Neurology, Neurosurgery, & Psychiatry",Predicting independent survival after stroke: a European study for the development and validation of standardised stroke scales and prediction models of outcome,Stroke,N/A,Mortality,,2033,,Long (> 6 months),,Yes,"Able to Lift Arms, Able to Walk, Age, GCS, Lives Alone, Prestroke Dependency",
13-001-19,23117498,Ayis,2013,"Journal of Neurology, Neurosurgery, & Psychiatry",Predicting independent survival after stroke: a European study for the development and validation of standardised stroke scales and prediction models of outcome,Stroke,N/A,Mortality,,2033,,Long (> 6 months),,Yes,"Age, BI in Acute Phase",
13-001-20,23117498,Ayis,2013,"Journal of Neurology, Neurosurgery, & Psychiatry",Predicting independent survival after stroke: a European study for the development and validation of standardised stroke scales and prediction models of outcome,Stroke,N/A,Mortality,,2033,,Long (> 6 months),,Yes,"Age, NIHSS",
13-001-21,23152490,Barlera,2013,Circulation: Heart Failure,Predictors of mortality in 6975 patients with chronic heart failure in the Gruppo Italiano per lo Studio della Streptochinasi nell'Infarto Miocardico-Heart Failure Trial: proposal for a nomogram,Congestive Heart Failure (CHF),N/A,Mortality,6975,6975,1969,Long (> 6 months),0.75,Yes,"Age, Stenosis, BMI, COPD, Diabetes, eGFR, Hemoglobin, LVEF, NYHA Class, SBP, Sex, Uricemia",
13-001-22,23152490,Barlera,2013,Circulation: Heart Failure,Predictors of mortality in 6975 patients with chronic heart failure in the Gruppo Italiano per lo Studio della Streptochinasi nell'Infarto Miocardico-Heart Failure Trial: proposal for a nomogram,Congestive Heart Failure (CHF),N/A,Mortality,6975,6975,1969,Long (> 6 months),0.75,Yes,"Age, Stenosis, BMI, COPD, Diabetes, eGFR, Hemoglobin, LVEF, NYHA Class, SBP, Sex, Uricemia",
13-001-23,23159474,Gupta,2013,Journal of Vascular Surgery,"Risk index for predicting perioperative stroke, myocardial infarction, or death risk in asymptomatic patients undergoing carotid endarterectomy",Carotid Disease,N/A,Major Adverse Cardiac Events (MACE),17692,17692,324,Short (< 3 months),0.64,Yes,"Age, COPD, Functional Status, Dyspnea, Revascularization, Angina",
13-001-24,23182157,Robinson,2013,Journal of Vascular Surgery,Derivation and validation of a practical risk score for prediction of mortality after open repair of ruptured abdominal aortic aneurysms in a U.S. regional cohort and comparison to existing scoring systems,Aortic Diseases,N/A,Mortality,242,242,91,Short (< 3 months),0.79,Yes,"Age, Cardiac Arrest, Loss of Consciousness, Suprarenal Clamp",
13-001-25,23187295,Papaioannou,2013,American Journal of Medical Sciences,Predicting short-term mortality in patients with pulmonary embolism: a simple model,Venous Thromboembolism (VTE),N/A,Mortality,100,100,10,Short (< 3 months),0.908,No,"A-a Gradient, Charlson Comorbidity Index, CHF, Diabetes",
13-001-26,23196639,Fu,2013,Angiology,Risk score for the prediction of contrast-induced nephropathy in elderly patients undergoing percutaneous coronary intervention,Coronary Artery Disease (CAD),Revascularization,Contrast Induced Neuropathy (CIN),668,668,105,N/A (Case-Control),,No,"Age, Anemia, CM Dose, Diabetes, eGFR, Emergency PCI, Hypotension, LVEF, MI",
13-001-27,23200112,Wang,2013,Heart & Lung,A local risk prediction model for prolonged ventilation after adult heart valve surgery in a Chinese single center,Valve Disease,N/A,Prolonged Ventilation,2400,3965,181,Short (< 3 months),0.789,Yes,"Age, CABG, Other Cardiac Surgery, Preoperative State, LVEF, Hypercholesterolemia, LBBB, Left Ventricle Weight, NYHA Class, Renal Failure, Tricuspid Insufficiency",
13-001-29,23212720,Piccini,2013,Circulation,"Renal dysfunction as a predictor of stroke and systemic embolism in patients with nonvalvular atrial fibrillation: validation of the R(2)CHADS(2) index in the ROCKET AF (Rivaroxaban Once-daily, oral, direct factor Xa inhibition Compared with vitamin K ant",Arrhythmia,N/A,Composite (Non-MACE),14171,14264,575,Long (> 6 months),0.635,No,"Age, Creatinine Clearance, Diabetes, DBP, Sex, Heart Rate, Vascular Disease, Hypertension, AF, HF, Stroke",
13-001-30,23218577,Richter,2013,International Journal of Cardiology,A multi-biomarker risk score improves prediction of long-term mortality in patients with advanced heart failure,Congestive Heart Failure (CHF),N/A,Mortality,349,349,195,Long (> 6 months),0.8,No,"Age, COPD, Fractalkine, GDF-15, HGF, NT-proBNP, sFAS, sTRAIL",
13-001-31,23233328,Becker,2013,Neurocritical Care,Predictors of outcome in patients with spinal cord ischemia after open aortic repair,Aortic Diseases,Post-Operative,Functional Outcome,75,75,43,Short (< 3 months),0.81,No,"Paraplegia, Renal Failure, Surgical Repair",
13-001-32,23245855,Takeda,2013,Clinical Neurology and Neurosurgery,A practical prediction model for early hematoma expansion in spontaneous deep ganglionic intracerebral hemorrhage,Stroke,Hemorrhage,Hematoma Expansion,201,201,15,Short (< 3 months),0.75,No,"Hematoma Heterogeneity, Hematoma Volume, SBP",
13-001-33,23262205,Matsuo,2013,Gynecologic Oncology,Predictive model of venous thromboembolism in endometrial cancer,Cancer,N/A,Venous Thromboembolism (VTE),516,516,42,Long (> 6 months),0.853,No,"CA125, Extrauterine Disease, High Risk Histology, Thrombocytosis",
13-001-34,23265328,Cowger,2013,Journal of the American College of Cardiology,Predicting Survival in Patients Receiving Continuous Flow Left Ventricular Assist Devices,Congestive Heart Failure (CHF),N/A,Mortality,583,1122,80,Moderate (3-6 months),0.77,Yes,"Age, Albumin, LVAD Volume, Creatinine, INR",
13-001-35,23265328,Cowger,2013,Journal of the American College of Cardiology,Predicting Survival in Patients Receiving Continuous Flow Left Ventricular Assist Devices,Congestive Heart Failure (CHF),N/A,Mortality,583,1122,,Long (> 6 months),,No,"Age, Albumin, LVAD Volume, Creatinine, INR",
13-001-36,23265328,Cowger,2013,Journal of the American College of Cardiology,Predicting Survival in Patients Receiving Continuous Flow Left Ventricular Assist Devices,Congestive Heart Failure (CHF),N/A,Mortality,583,1122,,Long (> 6 months),,No,"Age, Albumin, LVAD Volume, Creatinine, INR",
13-001-37,23273531,Lo,2013,American Journal of Cardiology,A risk score for predicting coronary artery disease in women with angina pectoris and abnormal stress test findings,Coronary Artery Disease (CAD),Stable,Coronary Artery Disease (CAD),337,337,118,Diagnosis,0.745,No,"Smoking, Abnormal Imaging Results, Exercise Capacity, HDL Cholesterol, BMI, Age, Family History",
13-001-38,23333880,Greco,2013,Annals of Surgery,A model for predicting the risk of carotid artery disease,Population Sample,N/A,Coronary Artery Disease (CAD),2885257,2885257,71004,Diagnosis,,No,"AAA, Age, CAD, Diabetes, Exercise, Family History, Diet, Hypertension, Cholesterol, PAD, Smoking, Race",
13-001-39,23333880,Greco,2013,Annals of Surgery,A model for predicting the risk of carotid artery disease,Population Sample,N/A,Coronary Artery Disease (CAD),2885257,2885257,71004,Diagnosis,,No,"Age, CAD, Diabetes, Exercise, Family History, Diet, Hypertension, Cholesterol, Smoking, Race",
13-001-40,23336744,Zakai,2013,Journal of Thrombosis and Haemostasis,Venous thrombosis risk assessment in medical inpatients: the medical inpatients and thrombosis (MITH) study,Population Sample,N/A,Venous Thromboembolism (VTE),900,900,299,N/A (Case-Control),0.73,No,"Platelets, WBC, Fracture, Cancer, CHF, Inflammatory Disease, VTE, Respiratory Dysfunction, Tachycardia",
13-001-41,23336744,Zakai,2013,Journal of Thrombosis and Haemostasis,Venous thrombosis risk assessment in medical inpatients: the medical inpatients and thrombosis (MITH) study,Population Sample,N/A,Venous Thromboembolism (VTE),900,900,299,N/A (Case-Control),0.71,No,"Fracture, Cancer, CHF, Inflammatory Disease, VTE, Respiratory Dysfunction, Tachycardia",
13-001-42,23338659,Grant,2013,British Journal of Surgery,National risk prediction model for elective abdominal aortic aneurysm repair,Aortic Diseases,N/A,Mortality,11423,11423,312,Short (< 3 months),0.781,Yes,"AAA Diameter, Abnormal EKG, Sodium, WBC, Age, ASA Fitness Grade, Cardiac Disease, Creatinine, Sex, Open AAA Repair, Previous Aortic Surgery or Stent",
13-001-43,23355806,Vlak,2013,"Journal of Neurology, Neurosurgery, & Psychiatry",Lifetime risks for aneurysmal subarachnoid haemorrhage: multivariable risk stratification,Stroke,Hemorrhage,Stroke,824,824,250,N/A (Case-Control),0.73,No,"Age, Family History, Hypercholesterolemia, Hypertension, Smoking",
